primes,entropy
41983,6.662836470850974
36187,6.662803513495723
42391,6.662702140352027
37489,6.662612970800434
53819,6.662381967554308
51479,6.662343094915686
43517,6.662139431181725
59273,6.662105846422066
57493,6.662081757930786
72493,6.662037462991281
91423,6.662000954742701
35879,6.661874787182181
38729,6.661867443141264
31847,6.661762072853756
81953,6.661743671975214
71453,6.661598576436293
34591,6.661515525265844
91583,6.661493525828238
92831,6.661471975019345
54139,6.66146032456498
26371,6.66134734182169
34519,6.66132306235922
24379,6.661301281807115
31469,6.6612591765159985
57389,6.661167819060971
53891,6.661036755013086
16349,6.661006570225341
41389,6.660976525375448
47591,6.6609624067959325
53617,6.660905330226276
41893,6.660896804323087
57143,6.6608089467299925
47951,6.660781128113607
53279,6.66063994452417
42379,6.6606129402657634
41759,6.660588900330008
57413,6.660536726935968
41579,6.660533060553221
57839,6.660470749986378
71429,6.6604046318502235
91253,6.660403423752559
38219,6.660314299521638
31247,6.6602727384556175
45319,6.660242389907339
45317,6.660210139314829
47293,6.660111584203021
29761,6.660094472578524
29741,6.660062097955271
38921,6.659907741462489
53987,6.659743239781357
34981,6.659688190819629
31267,6.65961490470036
34729,6.659431395226713
73589,6.659421478447499
72169,6.659325299263975
51679,6.659262747752037
45179,6.6592501770774195
34819,6.659230223458108
92357,6.659111284842557
91283,6.659106708314722
41897,6.659056728265735
41879,6.65901604350314
34297,6.658996585774619
95723,6.658934768842892
47981,6.65887855279234
92413,6.6588637732201486
31849,6.658832481496915
49531,6.658831946428933
53419,6.65867698811633
91453,6.658660387732027
56713,6.658504579985966
41387,6.65847836672094
36571,6.65847222227696
47351,6.658451316732535
18367,6.6584453770031615
62137,6.658424558007968
48193,6.658373309611727
41597,6.658367384576926
95213,6.658243247971587
81293,6.658040996839593
36217,6.6580328447099415
92143,6.657963350633283
31249,6.657960454039101
37561,6.657935886415872
43591,6.657839487358143
81359,6.657793204520978
45971,6.657714690170182
34897,6.65770479560068
53147,6.657689911207604
92431,6.657663393444764
81439,6.657597725061816
43579,6.657538600777011
59417,6.657521941556574
51347,6.657475234208726
53149,6.657468714416535
34217,6.657448678044956
98123,6.657234835793132
49537,6.6571267800099525
56197,6.657109932403595
43721,6.65695992492134
34781,6.656905783364891
43951,6.65689217624041
58913,6.656844604711482
75983,6.6566766009912
53897,6.656638387524381
43597,6.65662997597616
79283,6.656621685292991
36721,6.6566047993514195
87293,6.656505008842268
31649,6.656504150365913
61723,6.656483409609791
92387,6.656418705792533
97283,6.656410125757827
29347,6.65634042090215
79823,6.656322748970062
89513,6.656266901490663
71483,6.656118772062275
81239,6.655957169581856
75389,6.65579035255072
56731,6.655790092082365
34721,6.655678675017291
85931,6.655583871808439
43759,6.655462233720113
73259,6.655416476663662
51769,6.655406463616787
89213,6.655406104298364
97423,6.655367998661098
36781,6.655321901559793
47389,6.65531570418157
57149,6.655301190315983
54713,6.655292705671716
59167,6.655181544809143
59473,6.655154278939422
43891,6.655146423710219
43781,6.655144851695365
67153,6.655139232070762
83921,6.655121486839095
75239,6.655084361567788
51749,6.655047755118575
94153,6.654996164825737
91457,6.65498576790625
39461,6.654963321887114
39541,6.654913284551434
37861,6.6548654820435225
34759,6.654806337577608
95813,6.6547761035286745
61729,6.654644862380832
37549,6.65462103101531
61357,6.654434182688712
54973,6.654433856293101
95273,6.654411373880527
93827,6.6544030565835515
79423,6.654398700446346
76129,6.654382764086799
59617,6.654348344873317
59471,6.654318182983666
59387,6.654313866447196
72431,6.654217101479565
95143,6.654187977245866
69127,6.654187811962842
65173,6.654077098886968
38149,6.654055486460183
54917,6.653995449237792
43789,6.653946366545203
47381,6.6538815126116395
49783,6.653881204888036
76123,6.653871196752089
51349,6.653856874498762
95327,6.653791865227895
85793,6.6536264827264135
73651,6.653534093851125
49871,6.653505064387628
47639,6.653483015025192
49613,6.65347873530888
67129,6.653410645303307
43291,6.653359587509862
97583,6.653309167551568
83591,6.653142815180481
43987,6.653095338809612
89413,6.653087581815011
93581,6.653083366952446
36497,6.653066922383018
49831,6.652935190206517
73859,6.652904495124339
92381,6.652890659429117
87491,6.652879325695835
74531,6.652832040220939
61927,6.652783868787596
43271,6.652752375653804
67189,6.652749252946306
63127,6.652722137457226
89273,6.652698199068965
56179,6.652677839036247
93257,6.652623578453094
95413,6.65261352977518
53479,6.6525931998559775
73459,6.652507169471574
39241,6.6524629515045355
74923,6.6524473783121065
97453,6.652395097108089
93287,6.6523385175615495
71563,6.652081731173236
79481,6.651979565918011
34871,6.65195309304387
79451,6.65194179398857
61493,6.651918967556892
92671,6.651899909351974
62971,6.6518432522935
54371,6.651782144468542
54319,6.651762996415885
83219,6.6517614557453255
74189,6.651720160220474
62791,6.6514985780600595
57943,6.651491403115688
59671,6.651452619838697
75431,6.6512488802760314
65713,6.651238109774477
87359,6.6512308368646735
83579,6.651225413607026
43691,6.651198821099467
47963,6.651134973158065
74159,6.65113171187875
95231,6.651131014944633
48197,6.65109824453515
87539,6.650968791066956
67819,6.650967930140788
58391,6.650881565174183
34679,6.650880979832106
72341,6.650821331248289
75619,6.650803607993451
83597,6.650748098881299
76159,6.65072937628459
73681,6.65066017503798
73561,6.650560101394111
93427,6.650507197082029
62731,6.650491278700619
58937,6.650373899286009
71569,6.650301765021659
73421,6.6501532112747785
36871,6.65007816921787
67531,6.650071349861777
75169,6.650066123625384
39841,6.650052775900079
61879,6.650031744087382
36479,6.65001148926909
74293,6.649995469816207
59743,6.649897246783928
76819,6.649801886488088
39847,6.649790005088175
75149,6.6496491605075425
89431,6.649517518748094
71549,6.649468135360176
95783,6.64944367785559
61987,6.649441337811799
65179,6.649434459775294
93281,6.649398530623156
97651,6.64938751616216
65731,6.6492631276719525
96157,6.6492385224463035
89753,6.6492233466879895
67891,6.649101292837013
95873,6.649091809452014
81637,6.64904544694853
87149,6.648993565972935
38167,6.648937500264493
93851,6.648925397290455
89231,6.64888975191566
89237,6.648820239711264
71849,6.648792750583258
87613,6.648696068873409
61837,6.648489097964933
76519,6.648475495295847
89417,6.648446240308537
65371,6.648437056518024
74891,6.648435823319311
43961,6.6480657277582775
93251,6.648046287691321
57349,6.6479899811013565
93481,6.647938897997108
78593,6.647774817024769
84137,6.6476992489487206
37649,6.647671562074253
81749,6.647516680145273
79621,6.64735756030479
92761,6.647340434486663
78539,6.647245290096992
71843,6.647127785362227
98213,6.6471276561659165
63781,6.6471018671943005
83617,6.647052209860802
71263,6.64673743047923
67213,6.646600176158443
87691,6.646519397526799
86197,6.646281485132587
91463,6.646213009441979
94513,6.646068848364277
75941,6.6460425864796475
34961,6.646031372704047
94723,6.645866586636424
38671,6.6458304510374635
76213,6.645760382700051
94573,6.645719622003225
74381,6.645612948824044
59341,6.645596556652191
48179,6.645590405877973
95617,6.6455204153685745
58379,6.645492621621131
94531,6.645447140017575
76493,6.645352989944245
84913,6.645311136070078
81943,6.645263037264761
81769,6.645260964988125
87631,6.645254938970712
36947,6.6451725084149995
95471,6.644933248132474
86137,6.644751106719131
83497,6.644589368716101
67219,6.644579758328366
84793,6.644537121518136
86179,6.644399450656718
83417,6.644349100546344
97561,6.644310154389264
69143,6.644277089584819
67493,6.64419419224757
81967,6.643975093968072
71249,6.643954306694653
93487,6.643911045822466
87961,6.643793092085628
92347,6.643776862899969
61297,6.643704908574879
97861,6.643625052519818
48731,6.64360417104053
36749,6.643596537585646
84179,6.643421965509808
86719,6.6433503079145515
98573,6.643302937210712
96517,6.643063800525574
81349,6.643062428223913
48371,6.643059990988237
74231,6.643048838891966
76831,6.643033230469567
94273,6.643030036629726
74831,6.642995100674961
91867,6.642991361336039
65719,6.6429822228295485
91243,6.642918464627589
79561,6.64289253185983
83761,6.642875324432669
38749,6.642848094354679
69431,6.642375333634803
97841,6.64222679052038
98327,6.642182174072029
48973,6.642079024235796
98143,6.642057192623226
84319,6.6420037890505315
73849,6.641985318421602
94327,6.641709774628757
74219,6.641681500502875
94837,6.641664241073129
97463,6.641573844309296
84713,6.641432645701171
79841,6.641327299586651
48397,6.641130435779744
83471,6.641063825937311
84391,6.641028315542957
89671,6.640969989403885
49367,6.640921759677263
94781,6.640903051511315
94351,6.640885502373466
76231,6.640827253114859
63419,6.640801402732583
98321,6.640430442553639
94613,6.640280313869991
84719,6.64012056655237
84317,6.639890973937224
87943,6.639755926591018
78439,6.639736394926059
69473,6.639610010268948
86371,6.639519291224376
67231,6.639497881535808
63149,6.639432991894089
79861,6.639175477539056
78691,6.638918050756565
10723,6.6387124971374165
96431,6.6386320040597075
78163,6.638592138837288
94873,6.638552292985648
84731,6.638533341196311
12703,6.638532191705868
64937,6.638300495756629
94321,6.638067802691036
64793,6.638037752091584
79843,6.63750789552598
97241,6.637406116272657
97843,6.637291781791837
93241,6.636503727692715
12037,6.636417900191205
68713,6.636176157722584
79241,6.6361574475598575
98473,6.635701572537284
64319,6.635414157257652
68917,6.634487420422405
76943,6.634306472056452
67943,6.633629588241099
68791,6.632903676233178
78941,6.63256378781772
78341,6.632518747907567
10273,6.632153265603857
12073,6.631940448737655
67349,6.631870215260319
68371,6.631052209980214
10753,6.630699759315085
69341,6.630118453159847
12907,6.628500726804406
17203,6.628146893032069
10729,6.6267487690787
20173,6.6266719784190125
17053,6.626530054000244
17029,6.626273223857999
12097,6.625815346108739
27103,6.62442012090976
10357,6.62415186515156
15073,6.62410309330841
98347,6.623615375861734
20731,6.6224170588807585
35107,6.621128274062726
15307,6.621058402748496
17209,6.6205465250390745
30517,6.620333533595511
10957,6.620204918499406
10837,6.619850950070526
17509,6.6197518863537015
19403,6.618960858595458
72103,6.618525922722713
10789,6.618317371072041
27109,6.618126759823101
10639,6.618125177630639
15907,6.617204023230069
10987,6.616933374685221
12739,6.616548443173607
10597,6.616524818091894
12973,6.616414656914488
17923,6.616310124105854
13807,6.615906585623815
70123,6.615889544347832
19207,6.6158167753865715
12379,6.615760114364426
30187,6.615539007919311
27031,6.615237060037069
19603,6.614922098023714
23017,6.614462741071136
20719,6.613906993139154
30271,6.61386483918126
19507,6.613733665947858
19087,6.612920667291339
17539,6.612664835603146
72109,6.612656132189407
27901,6.612445176689254
13049,6.611898439870062
15937,6.611781922906106
72031,6.61173095812053
92107,6.61128409342566
23071,6.611113841969825
15973,6.6110574170413
71023,6.610802524731598
37021,6.610663467767301
16703,6.610538021842149
30491,6.610522370950046
10369,6.610441968126983
13729,6.610274855391129
37201,6.609990201212617
27091,6.609852920100589
30817,6.609627340934886
16903,6.609581949874538
17609,6.6094629919634755
17389,6.6092798873860845
72019,6.6092563409102265
19753,6.609230610666103
30781,6.609001489898213
40193,6.608724412994836
15739,6.608711811497947
17293,6.608453356060174
17359,6.6083827883900375
17839,6.607977356050532
29017,6.607818755167204
70321,6.6077933416692405
13789,6.607332002098712
13759,6.607049102060339
13597,6.606930089413406
90127,6.606824989062414
72091,6.606371953515122
37501,6.606349278304857
71503,6.606275605409802
72901,6.605894980726174
31607,6.605337346196838
16073,6.604535452753547
18307,6.604293280020405
19273,6.604215255916501
70183,6.6039822807450115
49103,6.603788051609296
75013,6.60360225438191
29173,6.603483306220399
30871,6.603103405297874
51307,6.603044466670964
17239,6.6029774270792885
13879,6.602884734866822
13679,6.60191904940287
30169,6.601808990491461
41039,6.6017424200754515
70351,6.601711823990349
30671,6.601711215123758
19387,6.6015382990264815
70921,6.601422855427199
36107,6.601386435142414
16097,6.601372722631664
21937,6.6013046037119585
75109,6.601110303951981
21739,6.601059511335318
31069,6.600916202857988
21379,6.60087238470273
41903,6.600555181717324
32917,6.600419441218213
95107,6.600407818761785
34019,6.600148314148824
59107,6.600106887373032
71209,6.600078425098021
13297,6.599872953858846
18097,6.599536786522433
36109,6.599418851627495
39157,6.599327374538657
71089,6.599220962568839
71059,6.599123666367792
37189,6.598769630496268
31957,6.598742974048616
31729,6.59863168717741
53017,6.598627630466732
90187,6.598569421574003
29137,6.598562722180196
32719,6.598537141703996
23197,6.598271041207363
70381,6.598262752307382
57193,6.597775997864723
19237,6.59771816905879
70951,6.5976628453894515
57301,6.597567214706532
51907,6.597533203471274
30941,6.597110714512427
97021,6.5970144340122685
13697,6.596901063412584
90217,6.596456814827647
13967,6.59641863252914
36017,6.59620920030281
16937,6.596090337087515
71809,6.596062803199157
37159,6.595669179280279
72139,6.5953548634315
23917,6.595272962167084
43019,6.595019927444698
39041,6.594993192271934
50971,6.594806174832249
57901,6.594729107091594
49031,6.594697533840069
18973,6.5946524659420875
23719,6.5945582056527225
80173,6.594531870159574
21397,6.59425328542902
81703,6.594176549668587
19763,6.594169507732489
70981,6.594165859299955
18793,6.594002932867107
36901,6.59387350369723
70891,6.5938676275977315
30497,6.59310794572186
30697,6.592952870747571
18379,6.592749010676331
70163,6.592727698679527
90271,6.5924600361814605
87103,6.592061566082554
90163,6.5919452993752445
80713,6.59163905481471
37061,6.591604887245474
79201,6.59131596632108
89107,6.5906248357712185
91807,6.590594575202165
75193,6.59055183731482
37409,6.59027817464255
70619,6.590170915564926
51973,6.5901688780674945
18397,6.590119399567748
92173,6.589845608137306
97081,6.589805284463571
81307,6.589780959963051
60913,6.589605294557473
97501,6.589509704059837
76103,6.589503454818921
90631,6.589472354421592
57139,6.589359524598099
60139,6.588723660608242
61703,6.588664322140359
47093,6.588512971060499
39217,6.588425796037152
83701,6.588316371556805
32971,6.5882704061423665
95071,6.58816708466632
37619,6.587965160718409
36097,6.587923257656361
39607,6.587874607919035
80917,6.587681024012177
71329,6.5876075316354745
87013,6.587310974104493
79801,6.587233330970367
53197,6.586932639110376
80317,6.58663004145839
81097,6.58647202313828
67103,6.5863341506244275
23971,6.586282247580556
79153,6.586247362737306
73189,6.586088620321583
95701,6.5855298388268775
71389,6.58551866114232
39047,6.585321953941903
78031,6.585065843635647
60317,6.584946318815048
71359,6.584655570135299
75913,6.584592503100009
47903,6.584266785347311
71593,6.584242020641717
78301,6.584239162001257
71983,6.5842058423260585
37049,6.583948867878559
71069,6.583921099411867
76031,6.583734980120929
96013,6.583724352333123
73061,6.583696237521967
93601,6.58343095608009
38197,6.583330485365037
74093,6.58316218920681
70439,6.582858965232671
40973,6.582520526867734
53917,6.582410173539821
76091,6.582179735316177
49037,6.582166351321919
31769,6.582044476997683
90617,6.582021885544927
71293,6.58201845522463
37591,6.581959791815229
91753,6.581853882347774
89017,6.581752115009294
36709,6.581751413039507
83071,6.581179221336774
70639,6.581158786996408
53719,6.581000656678713
69031,6.580910663347082
40739,6.580822143862027
37951,6.580785452858473
47309,6.580607673720793
72931,6.5805708739491475
73609,6.580530938873305
63901,6.580394544861956
74903,6.579968956525411
89071,6.579923408563637
38917,6.579883469357957
78901,6.579861157639876
60719,6.579704518622783
91573,6.579666849892965
73819,6.579508729419839
76039,6.57938486816488
90437,6.579295274980507
92317,6.579135236710167
60917,6.578855583531046
49307,6.578741795180668
97813,6.578405452846068
79601,6.5781692064485995
71693,6.577775816949778
97213,6.577493722172167
81973,6.57729313072457
90473,6.577150621981846
79813,6.577112730973792
93407,6.5767314672563115
91873,6.576464452241441
93607,6.5764595516709665
93187,6.576450189393825
67901,6.576448433748841
81937,6.576404600025291
96017,6.57635774151285
91837,6.57631131738101
79043,6.576177239416389
37691,6.575833290407645
98017,6.5756654787405875
95713,6.575602490771585
60937,6.57550275362391
97613,6.575305661390443
78193,6.574889512919958
60793,6.5746425744159565
91237,6.5744749864955825
89137,6.5742347494063775
79613,6.573670254697256
71963,6.573641468338881
53791,6.5732863258231555
75391,6.572551415931161
60397,6.572293543410448
95317,6.572268381686652
91673,6.572253766919009
76913,6.572210904361843
83719,6.57208094070711
94307,6.572070889382548
78139,6.571895531939947
91387,6.571856234564827
63907,6.571625561889416
73951,6.571537630042475
79063,6.571233571396926
96703,6.5712085990370195
93047,6.570944791110172
75931,6.570933829945733
69073,6.57081167187191
63709,6.570768962708649
39671,6.570765817314093
63197,6.570180159718161
79531,6.569602493632163
61379,6.56957697675033
63097,6.569238320349749
63079,6.5691266636248615
67139,6.568688081279709
89317,6.568303620375473
38971,6.568032611064038
38791,6.5669865866999775
96137,6.566984028771702
63179,6.566916247198777
36791,6.566871001432082
73291,6.565677121192807
87931,6.565547088136462
69317,6.564737538621517
39761,6.564385505671137
97381,6.564213778099764
63719,6.563875186350306
95731,6.563541875392904
98713,6.563115631411164
97231,6.5630638675693636
83791,6.562944045998067
91367,6.562396496906068
93871,6.562134329608857
79231,6.560410542925625
79631,6.559893539351015
73961,6.559811705391074
98317,6.558879809864949
89371,6.558799025818025
67931,6.556752912054936
67391,6.556503347515312
69371,6.553467653436488
98731,6.5528033927765135
93761,6.551690520896029
96731,6.550873881315293
17093,6.542523032820694
10973,6.542256572010081
17903,6.541086193927743
10739,6.539453226660677
10937,6.539381322174326
19073,6.538641711958276
13709,6.536555770370193
19037,6.536092764671013
13907,6.534454136439639
30197,6.530430504691282
39107,6.5290479078547845
31079,6.527363818345687
31907,6.527098300613954
37019,6.524592842801647
25639,6.523390059686492
25693,6.523233195668691
70913,6.521308908103226
79103,6.520634072551447
29683,6.520358921073654
71039,6.520358204938851
70139,6.520024537216333
97103,6.519190939610531
90173,6.519141084620349
26953,6.51895231551223
23689,6.518759088695321
26539,6.517629058664595
91703,6.517250647250441
52639,6.51697511154883
27653,6.516853375094497
12653,6.516579312193658
73019,6.516539825273894
30971,6.5159603632197465
25673,6.515516347453493
12689,6.515513193580877
29453,6.515285343941047
12589,6.513948541582873
15629,6.513920041624657
12659,6.513697828552061
52963,6.51309436874953
29483,6.512941227942286
26573,6.512874197923098
27583,6.512549104139483
32569,6.512547016143961
27689,6.512444719285956
25439,6.512429071358652
25763,6.512399314771794
29863,6.512363222275401
26839,6.512141912907233
26357,6.512003348413708
26893,6.511954887566381
12583,6.511802162695131
25183,6.51134078620383
25679,6.511119649811743
29587,6.511052926747366
23567,6.511039422599925
25189,6.510803257025875
23581,6.510770765453116
25981,6.5105712347209135
12853,6.510497827522238
15823,6.510356789134253
24953,6.510238114440081
23869,6.510061702270026
29581,6.509966956261048
24593,6.509866211587277
21589,6.509846224070642
25367,6.509664501158179
32587,6.509613078910469
53629,6.509099464098851
25163,6.509060949964698
36529,6.508361333052712
12569,6.508345883131237
52369,6.508088085221916
23687,6.508012797784327
23857,6.50800463388509
52673,6.507867629884392
52631,6.5077620420708255
21683,6.507696592345542
25873,6.507640468014689
23459,6.507476583315632
56923,6.507185968023011
15289,6.507030532361165
12647,6.506782183462475
26597,6.506721391393824
32687,6.506601191112617
26951,6.506573880732824
29851,6.506557918276339
36527,6.506556824544312
26759,6.506452249121623
32869,6.506338646355996
15683,6.506308456525425
29567,6.50614235337592
21859,6.506030578695607
25169,6.506008115533082
16529,6.505991108100658
26987,6.5059703143347996
23561,6.505867127573101
26153,6.505728170106818
25819,6.505713850008641
52697,6.505402254308387
26591,6.505285924546791
27581,6.504779201214259
52691,6.5047471168382955
73091,6.5046813473595675
26783,6.504589821659225
25943,6.504587012189767
12457,6.504480655640347
42953,6.504184859402229
62539,6.504175552570672
16829,6.503853210629726
21563,6.503816088798789
52837,6.5037223274807845
26437,6.503670287252223
24359,6.5035635758987
52967,6.503551493947589
52783,6.503397681071377
26981,6.5033002189568405
28537,6.503102682971427
23549,6.503091754160763
24631,6.502486907785674
21569,6.502439430770592
15263,6.502224012517207
18523,6.5021977010201875
25349,6.502161713623672
26189,6.502095009907452
12547,6.502036096422351
26183,6.502012261620343
52189,6.501990121173043
59263,6.501836631920807
26513,6.501810947611405
49523,6.501662291500592
15643,6.501635713503572
79031,6.501626255513376
28753,6.501574679733453
32561,6.501569778507421
52183,6.5015484315220125
15647,6.501495297546531
90731,6.5013987906752355
27851,6.5012146607286105
26891,6.501181551872166
52981,6.501116767923267
14653,6.501112493862129
15427,6.500979475356643
38629,6.500908246363615
52879,6.500902343572
52387,6.500886293869113
59627,6.500833623763669
26879,6.500830798340177
92683,6.5006439312110675
57829,6.500411527690358
45329,6.500197127221458
42839,6.500073795553018
28351,6.500039831559901
26387,6.500030101169256
59621,6.500009437635995
28493,6.49989374286498
28573,6.499884368243431
21587,6.4998572428286545
21863,6.499849665917621
26497,6.499842357437621
79301,6.499807533140603
24697,6.499779229061237
42359,6.499689211418858
52769,6.499675292548599
14657,6.499656451320128
16453,6.49965478936174
62983,6.4995391321256335
12487,6.499489872347535
29867,6.4994806744837685
25471,6.499433768058615
90371,6.499403165619032
35869,6.499380751532907
16823,6.49925065860079
24671,6.499159623175466
26431,6.499148613136831
52813,6.499135432274127
35267,6.499098665811669
97301,6.499024508071621
53269,6.4989295401201606
14627,6.498841671168566
52163,6.498824655432318
56239,6.498815632718637
16427,6.498778591274707
28759,6.49874345697592
27481,6.498740249238353
82963,6.4986180314233595
51829,6.498445698507606
16253,6.498395856656468
28631,6.498343463024824
15649,6.498317178783202
24691,6.4982886942895295
26813,6.498266907946964
28597,6.498163732047093
15269,6.4981481618625025
15287,6.498127831258591
27541,6.4980938833409425
21487,6.49804927732835
32647,6.498025241023925
28579,6.497912731715416
28439,6.497861662315119
15467,6.497719436407121
52361,6.497632893355942
82531,6.497597445793098
24967,6.497526731785493
42697,6.497411997330841
47623,6.497107935976527
45293,6.497090392118797
28513,6.497059830156595
42571,6.497054752428551
24571,6.496994210701425
35281,6.496935224946652
28591,6.496915495988061
14629,6.496904248258881
47629,6.496899381464587
49823,6.496852138744569
29641,6.496779710460976
25741,6.4966818073657935
57283,6.496634147348779
26417,6.496632692310518
45631,6.496625907790398
26479,6.4965997837997405
93701,6.496599259147151
56237,6.49650735681678
82493,6.49649952950309
24763,6.496498932046982
92657,6.4964785300574714
65293,6.496264258986954
57689,6.4962112694522345
36587,6.496196704848219
62597,6.495907994275997
43627,6.495842339111693
82759,6.495786822791698
16487,6.495754898992364
21467,6.495652301199704
26947,6.495641899232314
49253,6.495566438571953
72689,6.495486078614356
42967,6.495483241189351
16547,6.495470440611856
32467,6.495436730011424
86923,6.495312816261861
51683,6.495261683679462
14563,6.4952297637727785
56893,6.495210555610906
14683,6.4951638943327215
