,first_prime,first_entropy,avg_second_entropy,total_entropy,second_prime
92,54721,6.48508786038274,5.122956897182011,11.608044757564752,18973.0
93,24571,6.496994210701425,5.111012246576554,11.60800645727798,80933.0
94,47819,6.663029435635349,4.9447911599420316,11.60782059557738,20357.0
95,35279,6.666723987725065,4.94103913523196,11.607763122957024,10847.0
96,83591,6.653142815180481,4.95459105085874,11.607733866039222,20743.0
97,18493,6.672371849350143,4.935279863070822,11.607651712420965,27509.0
98,29753,6.677788026219698,4.929815298391511,11.607603324611208,10847.0
99,87961,6.643793092085628,4.963805632513713,11.607598724599342,23057.0
100,59273,6.662105846422066,4.945490681708102,11.607596528130168,10847.0
101,61493,6.651918967556892,4.955671650869255,11.607590618426148,52709.0
102,18679,6.665700245910592,4.941839230207915,11.607539476118507,20357.0
103,12479,6.686716569843324,4.920587428766123,11.607303998609448,80567.0
104,52937,6.677335774694287,4.929786177000935,11.607121951695222,60149.0
105,65719,6.6429822228295485,4.964074904811843,11.607057127641392,28307.0
106,53129,6.673123036080447,4.933932319627038,11.607055355707486,80473.0
107,51637,6.665868836814783,4.941160379840517,11.6070292166553,92083.0
108,62971,6.6518432522935,4.9551600888067995,11.607003341100299,80537.0
109,53279,6.66063994452417,4.946362516791229,11.6070024613154,10847.0
110,58217,6.467272529115887,5.139689961686506,11.606962490802392,40933.0
111,61879,6.650031744087382,4.956861833205692,11.606893577293075,20357.0
112,21839,6.684023900456107,4.922848116187807,11.606872016643914,56701.0
113,68917,6.634487420422405,4.97234001293362,11.606827433356026,30529.0
114,87293,6.656505008842268,4.9502861752150915,11.60679118405736,51047.0
115,57329,6.669350129052144,4.937257711795899,11.606607840848042,10847.0
116,51287,6.481336804718007,5.12500229427814,11.606339098996147,40933.0
117,51673,6.664496332032211,4.941755349658403,11.606251681690615,90821.0
118,84793,6.644537121518136,4.961707571305419,11.606244692823555,65029.0
119,79861,6.639175477539056,4.967029982762774,11.60620546030183,23057.0
120,53419,6.65867698811633,4.947443712544539,11.606120700660869,60821.0
121,78593,6.647774817024769,4.958304574490914,11.606079391515683,10427.0
122,65179,6.649434459775294,4.956596806244897,11.60603126602019,28307.0
123,85931,6.655583871808439,4.950419870292622,11.606003742101061,20743.0
124,15329,6.694010236478719,4.911885742281659,11.605895978760378,80473.0
125,53617,6.660905330226276,4.94499053571781,11.605895865944087,92083.0
126,51827,6.486485887482099,5.1193596829758095,11.605845570457909,40933.0
127,32479,6.66689084070436,4.938879813108004,11.605770653812364,10853.0
128,67219,6.644579758328366,4.9611611811728675,11.605740939501233,80537.0
129,59723,6.667637591312007,4.938098843078602,11.605736434390609,10847.0
130,68713,6.636176157722584,4.969523954446555,11.605700112169139,52901.0
131,41593,6.664561993557438,4.941052025094144,11.605614018651583,80279.0
132,27541,6.498093883340943,5.10745874335699,11.605552626697932,80933.0
133,58741,6.471258338567978,5.134291107242293,11.605549445810272,39209.0
134,41893,6.660896804323087,4.944558637382516,11.605455441705605,27509.0
135,15493,6.685747438732632,4.919692110967851,11.605439549700483,80279.0
136,87149,6.648993565972935,4.956377474772577,11.605371040745512,20357.0
137,85193,6.665102884102047,4.940188994784748,11.605291878886796,74209.0
138,19867,6.665826996396922,4.939452525871373,11.605279522268296,30529.0
139,57241,6.481584863053071,5.123654985936851,11.605239848989921,19483.0
140,95617,6.645520415368575,4.959674305359291,11.605194720727866,30829.0
141,21893,6.681275403233188,4.923917065367337,11.605192468600524,74051.0
142,69473,6.639610010268948,4.965563021535779,11.605173031804727,25087.0
143,82193,6.670993782151735,4.934177754500406,11.60517153665214,74051.0
144,42379,6.6606129402657634,4.944556121982268,11.60516906224803,10853.0
145,48751,6.478935623556049,5.126148745007216,11.605084368563265,39209.0
146,84751,6.474965055890248,5.130094386512895,11.605059442403142,39209.0
147,25147,6.494879733951503,5.110122224748785,11.605001958700289,80933.0
148,97523,6.6641007660455,4.940840658967362,11.604941425012862,10847.0
149,47963,6.651134973158065,4.953805264254335,11.6049402374124,25087.0
150,95783,6.64944367785559,4.9551837166813675,11.604627394536958,10427.0
151,72893,6.665391655564375,4.939058254957366,11.60444991052174,51047.0
152,45319,6.660242389907339,4.944173075719782,11.60441546562712,60821.0
153,21673,6.676517570717859,4.927716400873764,11.604233971591622,98407.0
154,89753,6.6492233466879895,4.955004485860657,11.604227832548647,10427.0
155,23819,6.677552406406607,4.9266458102477495,11.604198216654357,56701.0
156,42157,6.492892406192665,5.111224504601959,11.604116910794623,80933.0
157,41257,6.480357830986836,5.123754672750606,11.604112503737444,80933.0
158,25693,6.523233195668691,5.0808442981510975,11.604077493819789,17047.0
159,72953,6.668512862146483,4.935437761001259,11.603950623147743,10847.0
160,81769,6.645260964988125,4.958663576217504,11.603924541205629,20357.0
161,45127,6.491986927490704,5.111925899809537,11.603912827300242,81349.0
162,61357,6.654434182688712,4.949469511729039,11.603903694417752,92083.0
163,47251,6.486031760907135,5.1178407451627255,11.60387250606986,80933.0
164,42793,6.6666227385944845,4.937221696294968,11.603844434889453,80567.0
165,23159,6.68276760157262,4.921072555302062,11.603840156874682,80473.0
166,72481,6.48147926469781,5.122291918227787,11.603771182925597,57349.0
167,36217,6.6580328447099415,4.945700055362627,11.603732900072568,59083.0
168,82913,6.666272113154382,4.937446985127787,11.60371909828217,74051.0
169,41597,6.658367384576926,4.945351123324387,11.603718507901313,80231.0
170,64937,6.638300495756629,4.965401402517909,11.603701898274537,10859.0
171,24179,6.666244328875184,4.937437165602949,11.603681494478133,80567.0
172,92753,6.6637166887201165,4.939959225116447,11.603675913836565,10847.0
173,83219,6.6517614557453255,4.951911578522704,11.60367303426803,56701.0
174,61297,6.643704908574879,4.959965775950026,11.603670684524905,50839.0
175,67129,6.653410645303307,4.950125557629382,11.603536202932688,80537.0
176,18539,6.680308145973577,4.923222158944786,11.603530304918364,42071.0
177,86197,6.646281485132587,4.957159362236876,11.603440847369463,30529.0
178,26539,6.517629058664595,5.085810773459653,11.603439832124248,17047.0
179,24517,6.492058629148979,5.111354279007823,11.603412908156802,80933.0
180,41389,6.660976525375448,4.942410491464903,11.603387016840351,60251.0
181,28319,6.666300206659381,4.937046272992091,11.60334647965147,56701.0
182,85369,6.487921129746319,5.115351111526076,11.603272241272395,10477.0
183,71563,6.652081731173236,4.951148185769947,11.603229916943182,90821.0
184,41983,6.662836470850974,4.940349439811692,11.603185910662667,27509.0
185,26713,6.6676141208106685,4.935568212397254,11.603182333207922,98407.0
186,95273,6.654411373880527,4.948745526313819,11.603156900194346,10847.0
187,34679,6.650880979832106,4.952248108735999,11.603129088568105,15817.0
188,18329,6.677633459870702,4.925484354695101,11.603117814565802,56701.0
189,97861,6.643625052519818,4.959470598539123,11.60309565105894,23057.0
190,13687,6.67787523482935,4.925209217246999,11.603084452076349,50923.0
191,48973,6.642079024235796,4.960956105062556,11.603035129298352,65029.0
192,73529,6.665702695452787,4.937316694841521,11.603019390294309,10847.0
193,23189,6.682428821987148,4.920522074604827,11.602950896591976,56701.0
194,53927,6.667700303119185,4.935222662092905,11.602922965212091,60149.0
195,56713,6.658504579985966,4.944415554396814,11.60292013438278,90821.0
196,48571,6.478443883718222,5.124383864890727,11.602827748608949,39209.0
197,42751,6.494929367768676,5.107886898460479,11.602816266229155,80933.0
198,27943,6.664465114846354,4.938252537842523,11.602717652688877,80567.0
199,75239,6.655084361567788,4.94762257718644,11.602706938754228,10847.0
200,57839,6.660470749986378,4.942229083649984,11.602699833636361,10243.0
201,23957,6.6785863575926765,4.924112821349416,11.602699178942093,60149.0
202,24917,6.666637162450566,4.935903084157528,11.602540246608093,63809.0
203,97561,6.644310154389264,4.958137543237827,11.602447697627092,80329.0
204,82139,6.668231125430561,4.934140554830033,11.602371680260593,56701.0
205,42719,6.665890704722813,4.936251452976683,11.602142157699497,80567.0
206,16879,6.6726093484131646,4.929495177226495,11.60210452563966,20357.0
207,26953,6.51895231551223,5.0830833653581236,11.602035680870355,17047.0
208,64319,6.635414157257652,4.966577297619197,11.601991454876849,80273.0
209,86371,6.639519291224376,4.962458114223647,11.601977405448023,50923.0
210,57943,6.651491403115688,4.95046735596745,11.60195875908314,10289.0
211,52147,6.48896970209204,5.112934806390291,11.601904508482331,80933.0
212,31687,6.670890339152127,4.93101072258553,11.601901061737657,50923.0
213,14983,6.675853395935092,4.9260363799518325,11.601889775886924,27509.0
214,37529,6.675741960562157,4.926146257530598,11.601888218092755,10847.0
215,84319,6.642003789050532,4.959856807281622,11.601860596332155,60251.0
216,61729,6.654644862380832,4.947201167308418,11.60184602968925,80537.0
217,58147,6.469883026128707,5.131958836037304,11.601841862166012,39209.0
218,89413,6.653087581815011,4.948722658119975,11.601810239934984,27509.0
219,54973,6.654433856293101,4.947362171246598,11.601796027539699,10289.0
220,42571,6.497054752428551,5.104740909246087,11.601795661674638,80933.0
221,51473,6.664061882099594,4.937730456319997,11.60179233841959,90821.0
222,48157,6.478218175126852,5.123568021134775,11.601786196261628,39209.0
223,81967,6.643975093968072,4.957784776836523,11.601759870804596,30529.0
224,56983,6.494619425855644,5.107130356501813,11.601749782357457,10477.0
225,47293,6.660111584203021,4.941598869596774,11.601710453799795,80567.0
226,84913,6.645311136070078,4.956341412604166,11.601652548674245,27509.0
227,89513,6.656266901490663,4.945322171019768,11.601589072510432,74209.0
228,63419,6.640801402732583,4.960642498137249,11.601443900869832,80273.0
229,36871,6.65007816921787,4.951239451593183,11.601317620811052,50923.0
230,81637,6.64904544694853,4.952180586391702,11.601226033340232,50923.0
231,36187,6.662803513495723,4.938400232012335,11.601203745508059,50923.0
232,27631,6.67097312881024,4.93018826144593,11.60116139025617,90583.0
233,95327,6.653791865227895,4.947339879252294,11.601131744480188,60149.0
234,94513,6.646068848364277,4.954992098076604,11.601060946440882,80279.0
235,51239,6.666901258916988,4.934150706091746,11.601051965008732,80473.0
236,13829,6.687083996604687,4.913895715599179,11.600979712203866,56701.0
237,18257,6.486106285969416,5.11482253240273,11.600928818372147,40933.0
238,95413,6.65261352977518,4.948241845441002,11.600855375216181,80279.0
239,41953,6.666100096905142,4.934736964410855,11.600837061315996,80279.0
240,51893,6.669404819830366,4.931399277202123,11.60080409703249,74209.0
241,31627,6.673697008845165,4.927087551166376,11.60078456001154,59083.0
242,29837,6.672235466778703,4.9285073093368155,11.600742776115519,54013.0
243,58391,6.650881565174183,4.949814371676555,11.600695936850737,20743.0
244,67349,6.631870215260319,4.968824308375345,11.600694523635664,15817.0
245,45971,6.657714690170182,4.942977903209611,11.600692593379794,23609.0
246,43189,6.663153785137892,4.937440741909997,11.600594527047889,60251.0
247,17489,6.68137055755442,4.919222832172933,11.600593389727353,20357.0
248,81953,6.661743671975214,4.938815241924126,11.60055891389934,74209.0
249,54319,6.651762996415885,4.948785185271935,11.60054818168782,60821.0
250,81293,6.658040996839593,4.942468867992816,11.600509864832409,74051.0
251,42197,6.670251748140442,4.930236639104359,11.600488387244802,63809.0
252,47129,6.665907736639065,4.93444551630027,11.600353252939335,80567.0
253,12539,6.701541944289162,4.898807332088586,11.600349276377749,80473.0
254,87421,6.476530569228499,5.123818030639986,11.600348599868486,35099.0
255,54217,6.4724382141735415,5.127866720387128,11.600304934560668,19483.0
256,72613,6.663015539765479,4.9372786413432905,11.600294181108769,98407.0
257,53987,6.659743239781357,4.9405131003687295,11.600256340150086,20143.0
258,45179,6.65925017707742,4.94095199431979,11.60020217139721,28307.0
259,56893,6.495210555610906,5.104938325531071,11.600148881141976,10477.0
260,51427,6.487891826893246,5.112254797227338,11.600146624120583,80933.0
261,62731,6.650491278700619,4.949634003969337,11.600125282669957,90583.0
262,61837,6.648489097964933,4.951509223048666,11.599998321013599,50923.0
263,26371,6.66134734182169,4.938642508303119,11.59998985012481,90583.0
264,58937,6.650373899286009,4.949572690051656,11.599946589337666,20143.0
265,59183,6.674251390637092,4.925690056465859,11.599941447102951,74209.0
266,23671,6.667464892541937,4.932450677038477,11.599915569580414,90583.0
267,41879,6.65901604350314,4.940895214660752,11.599911258163893,20357.0
268,42397,6.663387828057312,4.936452390217219,11.59984021827453,10589.0
269,84719,6.64012056655237,4.959708655104344,11.599829221656714,20357.0
270,24137,6.676034773486314,4.923782338184411,11.599817111670724,85093.0
271,59617,6.654348344873317,4.945394416785046,11.599742761658362,30829.0
272,42193,6.674322184759693,4.925382392432335,11.599704577192028,85601.0
273,59863,6.495009732926238,5.1046632812524395,11.599673014178677,10477.0
274,75821,6.480876157547863,5.118767495839189,11.599643653387052,40933.0
275,63127,6.652722137457226,4.946740056465761,11.599462193922987,59083.0
276,37861,6.6548654820435225,4.944585831386562,11.599451313430084,50923.0
277,25639,6.523390059686492,5.076054449947633,11.599444509634125,17047.0
278,24317,6.664973576394687,4.934425888548233,11.59939946494292,85093.0
279,45817,6.486413259073744,5.112983430984823,11.599396690058567,39209.0
280,67493,6.64419419224757,4.955175251563853,11.599369443811423,25087.0
281,38729,6.661867443141264,4.937489195726836,11.5993566388681,51047.0
282,68791,6.632903676233178,4.966451713746809,11.599355389979987,23057.0
283,67531,6.650071349861777,4.949230950576075,11.599302300437852,20983.0
284,38167,6.648937500264493,4.950358927143364,11.599296427407857,50923.0
285,85639,6.493358894783132,5.10593672675079,11.599295621533923,10477.0
286,27691,6.670256167522053,4.9289861669302875,11.599242334452342,80537.0
287,24197,6.671626957653304,4.92760642935128,11.599233387004585,63809.0
288,12953,6.697905984701061,4.901280594886329,11.59918657958739,40879.0
289,14593,6.679456233108088,4.919628368788285,11.599084601896372,80279.0
290,34819,6.659230223458108,4.939849242990936,11.599079466449044,60251.0
291,59167,6.655181544809143,4.943832567535552,11.599014112344696,30829.0
292,78691,6.638918050756565,4.9599744571271485,11.598892507883713,23057.0
293,48197,6.65109824453515,4.947778511244143,11.598876755779292,30529.0
294,54371,6.651782144468542,4.9470749165940875,11.59885706106263,26903.0
295,87539,6.650968791066956,4.947868301419437,11.598837092486391,10243.0
296,14639,6.673988107849562,4.924833165946594,11.598821273796155,80273.0
297,47189,6.663927510559556,4.934857136855922,11.598784647415478,20357.0
298,85147,6.474333228095909,5.124418372723291,11.598751600819199,39209.0
299,35729,6.676301757795063,4.922446492527382,11.598748250322444,10847.0
300,62791,6.65149857806006,4.947237720297396,11.598736298357457,80537.0
301,56197,6.657109932403595,4.941597859898191,11.598707792301786,30829.0
302,23497,6.668077072372962,4.9306280033727194,11.59870507574568,10589.0
303,47513,6.662997421885232,4.935683993310243,11.598681415195475,90821.0
304,16349,6.661006570225341,4.937667153139142,11.598673723364483,80273.0
305,29741,6.660062097955271,4.938609705687235,11.598671803642507,50867.0
306,53149,6.657468714416535,4.941199235157858,11.598667949574393,60821.0
307,49613,6.65347873530888,4.9451737383928585,11.598652473701739,52709.0
308,29153,6.69083967603437,4.907779290382817,11.598618966417188,40879.0
309,57413,6.660536726935968,4.938054666311173,11.59859139324714,90821.0
310,43691,6.651198821099467,4.947369706431045,11.598568527530512,70853.0
311,17623,6.687280399253245,4.911242117936241,11.598522517189487,98407.0
312,43597,6.65662997597616,4.941891489052153,11.598521465028313,60289.0
313,19853,6.684794367687968,4.91359333671854,11.598387704406509,74209.0
314,19483,6.682778102381973,4.915603288530761,11.598381390912735,27509.0
315,54713,6.655292705671716,4.943083957707004,11.598376663378719,90821.0
316,89123,6.6668151446260655,4.93152995616511,11.598345100791175,74051.0
317,16273,6.671085258078668,4.927258935479536,11.598344193558205,98407.0
318,59387,6.654313866447196,4.944001822413456,11.598315688860652,20143.0
319,59123,6.680168939418286,4.918128053566419,11.598296992984706,40879.0
320,84179,6.643421965509808,4.954818967414113,11.598240932923922,20357.0
321,35617,6.670404799516554,4.927775766636252,11.598180566152806,92083.0
322,57493,6.662081757930786,4.9360699450298675,11.598151702960653,10289.0
323,84391,6.641028315542957,4.957080457969355,11.598108773512312,26053.0
324,59341,6.645596556652191,4.9525111088324625,11.598107665484655,80273.0
325,43579,6.657538600777011,4.940561654084721,11.598100254861732,26083.0
326,97583,6.653309167551568,4.944771472312147,11.598080639863715,10427.0
327,92671,6.651899909351974,4.946165799366955,11.59806570871893,80537.0
328,97283,6.656410125757827,4.941649384121561,11.598059509879388,51047.0
329,36571,6.65847222227696,4.93958691675855,11.59805913903551,20983.0
330,12637,6.69010118215047,4.907922907313188,11.598024089463658,59083.0
331,89153,6.664859984607056,4.9331554855510475,11.598015470158103,74209.0
332,65731,6.6492631276719525,4.948736969267606,11.598000096939558,20983.0
333,15427,6.500979475356643,5.097005006857452,11.597984482214095,80933.0
334,68371,6.631052209980214,4.966898332258677,11.597950542238891,50923.0
335,15679,6.677615882617212,4.920240494112576,11.597856376729787,28307.0
336,24971,6.663151779086549,4.934701444760511,11.59785322384706,50867.0
337,87631,6.645254938970712,4.952583403886189,11.597838342856901,50923.0
338,58963,6.487112988824512,5.1107230997293085,11.59783608855382,10477.0
339,27961,6.668963813288025,4.928749875404227,11.597713688692252,80537.0
340,79823,6.656322748970062,4.9413754633231015,11.597698212293164,51047.0
341,67943,6.633629588241099,4.964054434650495,11.597684022891595,25087.0
342,49871,6.653505064387628,4.944162538889616,11.597667603277245,25609.0
343,51679,6.659262747752037,4.938399676012752,11.597662423764788,28307.0
344,67213,6.646600176158443,4.951061310832659,11.597661486991102,98407.0
345,47639,6.653483015025192,4.944154573200571,11.597637588225762,15817.0
346,72169,6.659325299263975,4.938295831535615,11.59762113079959,80537.0
347,53891,6.661036755013086,4.93656663461564,11.597603389628727,20743.0
348,86137,6.644751106719131,4.952824501137479,11.597575607856609,50923.0
349,49783,6.653881204888036,4.943649010440962,11.597530215328998,65029.0
350,92831,6.661471975019345,4.936022213340532,11.597494188359878,74509.0
351,79283,6.656621685292991,4.940854007583054,11.597475692876046,51047.0
352,15923,6.69637031327718,4.901095429696344,11.597465742973524,40879.0
353,41579,6.660533060553221,4.936930479506819,11.59746354006004,28307.0
354,76213,6.645760382700051,4.951664592417576,11.597424975117628,98407.0
355,76129,6.654382764086799,4.942993430184619,11.597376194271419,80537.0
356,72493,6.662037462991281,4.9352738703294,11.59731133332068,80567.0
357,37649,6.647671562074253,4.949629219421659,11.597300781495912,15817.0
358,89417,6.648446240308537,4.948726116436836,11.597172356745373,30529.0
359,17863,6.673813326868235,4.923349162162905,11.59716248903114,52901.0
360,38671,6.645830451037464,4.951186177250695,11.59701662828816,50923.0
361,42187,6.4890523325787495,5.1079211222889285,11.596973454867678,35099.0
362,95723,6.658934768842892,4.938028284815124,11.596963053658015,10847.0
363,16493,6.672467819444407,4.924495107894805,11.596962927339213,52709.0
364,43891,6.655146423710219,4.941764518121824,11.596910941832043,26053.0
365,14389,6.675224910171225,4.921669663834976,11.5968945740062,60251.0
366,63781,6.6471018671943005,4.949705933063705,11.596807800258006,50923.0
367,21493,6.6795041022784805,4.917239551674489,11.59674365395297,85601.0
368,35897,6.667002428004404,4.929684687446869,11.596687115451273,20143.0
369,29387,6.670476984377689,4.926046354650151,11.59652333902784,54013.0
370,12697,6.682681780512527,4.913839461624981,11.59652124213751,50839.0
371,16927,6.675828500722752,4.92064100025758,11.596469500980332,50839.0
372,81749,6.647516680145273,4.948937073253133,11.596453753398407,20357.0
373,27361,6.666344488553669,4.9301074545615995,11.59645194311527,90583.0
374,62137,6.658424558007968,4.93802042466881,11.596444982676779,59083.0
375,76519,6.648475495295847,4.947930987523097,11.596406482818944,28307.0
376,26731,6.663563889405845,4.932842022264322,11.596405911670168,90583.0
377,94873,6.638552292985648,4.957841824087765,11.596394117073412,65029.0
378,96517,6.643063800525574,4.953302171633414,11.596365972158988,30829.0
379,84731,6.638533341196311,4.957819358489604,11.596352699685916,50923.0
380,73681,6.65066017503798,4.945688524018957,11.596348699056936,50923.0
381,67153,6.655139232070762,4.94115390952423,11.596293141594991,90821.0
382,31267,6.65961490470036,4.936651677060025,11.596266581760386,59083.0
383,97651,6.64938751616216,4.946866530973754,11.596254047135915,80329.0
384,27143,6.6701886963403485,4.9260631238534796,11.596251820193828,58067.0
385,21487,6.49804927732835,5.098185824975626,11.596235102303975,35099.0
386,61927,6.652783868787596,4.943387854513044,11.596171723300639,50839.0
387,45197,6.6655504699487045,4.930604847126703,11.596155317075407,80231.0
388,29761,6.660094472578524,4.936059101972835,11.596153574551359,80537.0
389,65293,6.496264258986954,5.099821250554783,11.596085509541737,17047.0
390,35129,6.685358190402778,4.910702538648139,11.596060729050917,80473.0
391,95813,6.6547761035286745,4.941273424730184,11.59604952825886,74209.0
392,83471,6.641063825937311,4.954975121911906,11.596038947849216,50923.0
393,24379,6.661301281807115,4.934732868890366,11.59603415069748,10853.0
394,52369,6.508088085221916,5.087942300507485,11.5960303857294,17047.0
395,97613,6.575305661390443,5.020690223630748,11.59599588502119,15287.0
396,61723,6.656483409609791,4.939471619647312,11.595955029257103,98407.0
397,21943,6.668956548630394,4.926980324920188,11.595936873550581,85601.0
398,56179,6.652677839036247,4.943245969513689,11.595923808549937,28307.0
399,63149,6.639432991894089,4.956473383651678,11.595906375545766,80273.0
400,13967,6.59641863252914,4.99945260497696,11.595871237506099,30859.0
401,86539,6.487318355267076,5.108527050245727,11.595845405512804,10477.0
402,31657,6.672938496067071,4.922869395261703,11.595807891328775,92083.0
403,84137,6.6476992489487206,4.94809348373873,11.59579273268745,50923.0
404,89237,6.648820239711264,4.946968041113695,11.595788280824959,54013.0
405,35671,6.663413559310025,4.932368330812649,11.595781890122673,20983.0
